HP:0000001	All
HP:0010082	Synonym('Fused outermost bone of big toe', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010083	Triangular shaped distal phalanx of the hallux
HP:0010083	Synonym('Triangular shaped outermost bone of the big toe', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010084	Duplication of the distal phalanx of the hallux
HP:0010084	Synonym('Partial/complete duplication of the distal phalanx of the hallux', scope='EXACT')
HP:0010084	Synonym('Duplication of the outermost bone of big toe', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010085	Aplasia/Hypoplasia of the proximal phalanx of the hallux
HP:0010085	Synonym('Absent/small innermost big toe bone', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010085	Synonym('Absent/underdeveloped innermost big toe bone', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010086	Broad proximal phalanx of the hallux
HP:0010086	Synonym('Broad proximal phalanx of the big toe', scope='EXACT')
HP:0010086	Synonym('Broad innermost bone of the big toe', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010087	Bullet-shaped proximal phalanx of the hallux
HP:0010087	Synonym('Bullet-shaped innermost bone of the big toe', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010088	Curved proximal phalanx of the hallux
HP:0010088	Synonym('Curved innermost bone of the big toe', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010089	Osteolytic defects of the proximal phalanx of the hallux
HP:0010090	Patchy sclerosis of the proximal phalanx of the hallux
HP:0010090	Synonym('Uneven increase in bone density in the innermost bone of the big toe', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010091	Symphalangism affecting the proximal phalanx of the hallux
HP:0010091	Synonym('Fused innermost bone of big toe', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010092	Triangular shaped proximal phalanx of the hallux
HP:0010092	Synonym('Triangular shaped innermost bone of big toe', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010093	Duplication of the proximal phalanx of the hallux
HP:0010093	Synonym('Duplication of the innermost bone of big toe', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010094	Complete duplication of the proximal phalanx of the hallux
HP:0010094	Synonym('Complete duplication of the innermost bone of big toe', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010095	Partial duplication of the proximal phalanx of the hallux
HP:0010095	Synonym('Partial duplication of the innermost bone of big toe', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010096	Complete duplication of the distal phalanx of the hallux
HP:0010096	Synonym('Complete duplication of the outermost bone of the big toe', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010097	Partial duplication of the distal phalanx of the hallux
HP:0010097	Synonym('Notched outermost bone of big toe', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010097	Synonym('Bifid distal phalanx of hallux', scope='EXACT')
HP:0010097	Synonym('Partial duplication of the outermost bone of big toe', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010098	Complete duplication of the 1st metatarsal
HP:0010098	Synonym('Complete duplication of the 1st long bone of foot', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010099	Partial duplication of the 1st metatarsal
HP:0010099	Synonym('Partial duplication of the 1st long bone of foot', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010100	Complete duplication of hallux phalanx
HP:0010100	Synonym('Complete duplication of the phalanges of the hallux', scope='EXACT')
HP:0010100	Synonym('Complete duplication of big toe bones', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010101	Partial duplication of the phalanges of the hallux
HP:0010101	Synonym('partial duplication of hallux', scope='EXACT')
HP:0010101	Synonym('Partial duplication of big toe', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010102	Aplasia of the distal phalanx of the hallux
HP:0010102	Synonym('Absent outermost bone of big toe', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010103	Short distal phalanx of hallux
HP:0010103	Synonym('Small outermost bone of big toe', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010103	Synonym('Hypoplastic/small distal phalanx of the hallux', scope='EXACT')
HP:0010103	Synonym('Small distal phalanx of big toe', scope='EXACT')
HP:0010103	Synonym('Small distal phalanx of hallux', scope='EXACT')
HP:0010104	Absent first metatarsal
HP:0010104	Synonym('Absent 1st metatarsal', scope='EXACT')
HP:0010104	Synonym('Absent 1st long bone of foot', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010104	Synonym('Aplasia of the 1st metatarsal', scope='EXACT')
HP:0010105	Short first metatarsal
HP:0010105	Synonym('First metatarsals hypoplastic', scope='EXACT')
HP:0010105	Synonym('First metatarsal hypoplasia', scope='EXACT')
HP:0010105	Synonym('Short 1st long bone of foot', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010106	Aplasia of the proximal phalanx of the hallux
HP:0010106	Synonym('Absent innermost bone of big toe', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010107	Short proximal phalanx of hallux
HP:0010107	Synonym('Short innermost big toe bone', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010107	Synonym('Hypoplastic proximal phalanx of the hallux', scope='EXACT')
HP:0010107	Synonym('Small proximal phalanx of big toe', scope='EXACT')
HP:0010107	Synonym('Short proximal phalanx of halluces', scope='EXACT')
HP:0010107	Synonym('Small proximal phalanx of hallux', scope='EXACT')
HP:0010107	Synonym('Short proximal phalanges of halluces', scope='EXACT')
HP:0010109	Short hallux
HP:0010109	Synonym('Short big toe', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010109	Synonym('Short halluces', scope='EXACT')
HP:0010109	Synonym('Small hallux', scope='EXACT')
HP:0010109	Synonym('Hypoplastic hallux', scope='EXACT')
HP:0010109	Synonym('Hypoplastic big toes', scope='EXACT')
HP:0010110	Aplasia of the phalanges of the hallux
HP:0010110	Synonym('Absent bone of big toe', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010111	Short phalanx of hallux
HP:0010111	Synonym('Short bone of big toe', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010111	Synonym('Hypoplastic phalanges of the hallux', scope='EXACT', type=SynonymType('layperson', 'layperson term'))
HP:0010112	Mesoaxial foot polydactyly
HP:0010112	Synonym('Central polydactyly of feet', scope='EXACT', type=SynonymType('layperson', 'layperson term'))
HP:0010113	Absent hallux epiphysis
HP:0010113	Synonym('Absent epiphyses of the hallux', scope='EXACT')
HP:0010113	Synonym('Absent end part of big toe bone', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010114	Bracket epiphyses of the hallux
HP:0010114	Synonym('Bracket shaped end part of big toe bone', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010115	Cone-shaped epiphyses of the hallux
HP:0010115	Synonym('Cone-shaped end part of the big toe bone', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010116	Enlarged epiphyses of the hallux
HP:0010116	Synonym('Enlarged end part of the big toe bone', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010117	Fragmentation of the epiphyses of the hallux
HP:0010117	Synonym('Fragmentation of the end part of the big toe bone', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010118	Irregular epiphyses of the hallux
HP:0010118	Synonym('Irregular end part of big toe bone', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010119	Ivory epiphyses of the hallux
HP:0010119	Synonym('Increased bone density of end part of the big toe bone', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010120	Pseudoepiphyses of the hallux
HP:0010121	Small epiphyses of the hallux
HP:0010121	Synonym('Small end part of the big toe bone', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010122	Stippling of the epiphyses of the hallux
HP:0010122	Synonym('Speckled calcifications in the end part of the big toe bone', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010123	Triangular epiphyses of the hallux
HP:0010123	Synonym('Triangular end part of the big toe bone', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010124	Abnormality of the epiphysis of the distal phalanx of the hallux
HP:0010124	Synonym('Abnormality of the end part of the outermost bone of the big toe bone', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010125	Abnormality of the epiphysis of the 1st metatarsal
HP:0010125	Synonym('Abnormality of the end part of the 1st long bone of foot', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010126	Abnormality of the epiphysis of the proximal phalanx of the hallux
HP:0010126	Synonym('Abnormality of the end part of the innermost bone of the big toe', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010127	Absent epiphysis of the proximal phalanx of the hallux
HP:0010127	Synonym('Absent end part of the innermost bone of the big toe', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010128	Bracket epiphysis of the proximal phalanx of the hallux
HP:0010128	Synonym('Bracket shaped end part of the innermost bone of big toe', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010129	Cone-shaped epiphysis of the proximal phalanx of the hallux
HP:0010129	Synonym('Cone-shaped end part of the innermost bone of the big toe', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010130	Enlarged epiphysis of the proximal phalanx of the hallux
HP:0010130	Synonym('Enlarged end part of the innermost bone of the big toe', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010131	Fragmentation of the epiphysis of the proximal phalanx of the hallux
HP:0010131	Synonym('Fragmentation of the end part of the innermost bone of the big toe', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010132	Irregular epiphysis of the proximal phalanx of the hallux
HP:0010132	Synonym('Irregular end part of the innermost bone of the big toe', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010133	Ivory epiphysis of the proximal phalanx of the hallux
HP:0010133	Synonym('Increased bone density of end part of the innermost bone of the big toe', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010134	Pseudoepiphysis of the proximal phalanx of the hallux
HP:0010135	Small epiphysis of the proximal phalanx of the hallux
HP:0010135	Synonym('Small end part of the innermost bone of the big toe', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010136	Stippling of the epiphysis of the proximal phalanx of the hallux
HP:0010136	Synonym('Speckled calcifications in the end part of the innermost bone of the big toe', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010137	Triangular epiphysis of the proximal phalanx of the hallux
HP:0010137	Synonym('Triangular end part of the innermost bone of the big toe', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010138	Absent epiphysis of the distal phalanx of the hallux
HP:0010138	Synonym('Absent end part of the outermost bone of the big toe', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010139	Bracket epiphysis of the distal phalanx of the hallux
HP:0010139	Synonym('Bracket shaped end part of the outermost bone of big toe', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010140	Cone-shaped epiphysis of the distal phalanx of the hallux
HP:0010140	Synonym('Cone-shaped end part of the outermost bone of the big toe', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010141	Enlarged epiphysis of the distal phalanx of the hallux
HP:0010141	Synonym('Enlarged end part of the outermost bone of the big toe', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010142	Fragmentation of the epiphysis of the distal phalanx of the hallux
HP:0010142	Synonym('Fragmentation of the end part of the outermost bone of the big toe', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010143	Irregular epiphysis of the distal phalanx of the hallux
HP:0010143	Synonym('Irregular end part of the outermost bone of the big toe', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
