,MIM Number,Preferred Title,symbol
14201,606250,UDP-N-ACETYL-ALPHA-D-GALACTOSAMINE:POLYPEPTIDE N-ACETYLGALACTOSAMINYLTRANSFERASE 8, GALNT8
14202,606251,UDP-N-ACETYL-ALPHA-D-GALACTOSAMINE:POLYPEPTIDE N-ACETYLGALACTOSAMINYLTRANSFERASE 9, GALNT9
14203,606252,TIR DOMAIN-CONTAINING ADAPTOR PROTEIN, TIRAP
14204,606253,RIBOSOMAL PROTEIN S27a,
14205,606254,SELENOPROTEIN F, SELENOF
14206,606255,STATURE AS A QUANTITATIVE TRAIT,
14207,606256,STATURE QUANTITATIVE TRAIT LOCUS 2, STQTL2
14208,606257,STATURE QUANTITATIVE TRAIT LOCUS 3, STQTL3
14209,606258,STATURE QUANTITATIVE TRAIT LOCUS 4, STQTL4
14210,606259,BRMS1 TRANSCRIPTIONAL REPRESSOR AND ANOIKIS REGULATOR, BRMS1
14211,606260,MYOTUBULARIN-RELATED PROTEIN 9, MTMR9
14212,606261,NUDIX HYDROLASE 6, NUDT6
14213,606262,"PAGET DISEASE OF BONE 2, EARLY-ONSET",
14214,606263,PAGET DISEASE OF BONE 4, PDB4
14215,606264,"C-TYPE LECTIN DOMAIN FAMILY 7, MEMBER A", CLEC7A
14216,606265,"E1A-BINDING PROTEIN, 400-KD", EP400
14217,606266,BCL2-MODIFYING FACTOR, BMF
14218,606267,"WINGLESS-TYPE MMTV INTEGRATION SITE FAMILY, MEMBER 16", WNT16
14219,606268,"WINGLESS-TYPE MMTV INTEGRATION SITE FAMILY, MEMBER 10A", WNT10A
14220,606269,"TUMOR NECROSIS FACTOR RECEPTOR SUPERFAMILY, MEMBER 13C", TNFRSF13C
14221,606270,TOLL-LIKE RECEPTOR 10, TLR10
14222,606271,DISRUPTED IN SCHIZOPHRENIA 2, DISC2
14223,606272,CYSTINOSIN, CTNS
14224,606273,"EUKARYOTIC TRANSLATION INITIATION FACTOR 2B, SUBUNIT 3", EIF2B3
14225,606274,"CASEIN KINASE I, GAMMA-1", CSNK1G1
14226,606275,CHONDROITIN SULFATE PROTEOGLYCAN 4,
14227,606276,CARTILAGE ACIDIC PROTEIN 1, CRTAC1
14228,606277,TOLL-INTERACTING PROTEIN, TOLLIP
14229,606278,F-BOX AND WD40 DOMAIN PROTEIN 7, FBXW7
14230,606279,ABI FAMILY MEMBER 3 BINDING PROTEIN, ABI3BP
14231,606280,NON-SMC CONDENSIN I COMPLEX SUBUNIT G, NCAPG
14232,606281,RAS-ASSOCIATED PROTEIN RAB38, RAB38
14233,606282,"DEAFNESS, AUTOSOMAL DOMINANT 24", DFNA24
14234,606283,SORTILIN-RELATED VPS10 DOMAIN-CONTAINING RECEPTOR 1, SORCS1
14235,606284,SORTILIN-RELATED VPS10 DOMAIN-CONTAINING RECEPTOR 2, SORCS2
14236,606285,SORTILIN-RELATED VPS10 DOMAIN-CONTAINING RECEPTOR 3, SORCS3
14237,606286,DEAD-BOX HELICASE 43, DDX43
14238,606287,HEDGEHOG ACYLTRANSFERASE,
14239,606288,"PROTOCADHERIN-GAMMA, SUBFAMILY A, MEMBER 1", PCDHGA1
14240,606289,"PROTOCADHERIN-GAMMA, SUBFAMILY A, MEMBER 2", PCDHGA2
14241,606290,"PROTOCADHERIN-GAMMA, SUBFAMILY A, MEMBER 3", PCDHGA3
14242,606291,"PROTOCADHERIN-GAMMA, SUBFAMILY A, MEMBER 4", PCDHGA4
14243,606292,"PROTOCADHERIN-GAMMA, SUBFAMILY A, MEMBER 5", PCDHGA5
14244,606293,"PROTOCADHERIN-GAMMA, SUBFAMILY A, MEMBER 6", PCDHGA6
14245,606294,"PROTOCADHERIN-GAMMA, SUBFAMILY A, MEMBER 7", PCDHGA7
14246,606295,"PROTOCADHERIN-GAMMA, SUBFAMILY A, MEMBER 8", PCDHGA8
14247,606296,"PROTOCADHERIN-GAMMA, SUBFAMILY A, MEMBER 9", PCDHGA9
14248,606297,"PROTOCADHERIN-GAMMA, SUBFAMILY A, MEMBER 10", PCDHGA10
14249,606298,"PROTOCADHERIN-GAMMA, SUBFAMILY A, MEMBER 11", PCDHGA11
14250,606299,"PROTOCADHERIN-GAMMA, SUBFAMILY B, MEMBER 1", PCDHGB1
14251,606300,"PROTOCADHERIN-GAMMA, SUBFAMILY B, MEMBER 2", PCDHGB2
14252,606301,"PROTOCADHERIN-GAMMA, SUBFAMILY B, MEMBER 3", PCDHGB3
14253,606302,"PROTOCADHERIN-GAMMA, SUBFAMILY B, MEMBER 5", PCDHGB5
14254,606303,"PROTOCADHERIN-GAMMA, SUBFAMILY B, MEMBER 6", PCDHGB6
14255,606304,"PROTOCADHERIN-GAMMA, SUBFAMILY B, MEMBER 7", PCDHGB7
14256,606305,"PROTOCADHERIN-GAMMA, SUBFAMILY C, MEMBER 4", PCDHGC4
14257,606306,"PROTOCADHERIN-GAMMA, SUBFAMILY C, MEMBER 5", PCDHGC5
14258,606307,PROTOCADHERIN-ALPHA 1, PCDHA1
14259,606308,PROTOCADHERIN-ALPHA 2, PCDHA2
14260,606309,PROTOCADHERIN-ALPHA 3, PCDHA3
14261,606310,PROTOCADHERIN-ALPHA 4, PCDHA4
14262,606311,PROTOCADHERIN-ALPHA 5, PCDHA5
14263,606312,PROTOCADHERIN-ALPHA 6, PCDHA6
14264,606313,PROTOCADHERIN-ALPHA 7, PCDHA7
14265,606314,PROTOCADHERIN-ALPHA 8, PCDHA8
14266,606315,PROTOCADHERIN-ALPHA 9, PCDHA9
14267,606316,PROTOCADHERIN-ALPHA 10, PCDHA10
14268,606317,PROTOCADHERIN-ALPHA 11, PCDHA11
14269,606318,PROTOCADHERIN-ALPHA 12, PCDHA12
14270,606319,PROTOCADHERIN-ALPHA 13, PCDHA13
14271,606320,"PROTOCADHERIN-ALPHA, SUBFAMILY C, MEMBER 1", PCDHAC1
14272,606321,"PROTOCADHERIN-ALPHA, SUBFAMILY C, MEMBER 2", PCDHAC2
14273,606322,CYTOPLASMIC FMRP-INTERACTING PROTEIN 1, CYFIP1
14274,606323,CYTOPLASMIC FMRP-INTERACTING PROTEIN 2, CYFIP2
14275,606324,"PARKINSON DISEASE 7, AUTOSOMAL RECESSIVE EARLY-ONSET", PARK7
14276,606325,"HETEROTAXY, VISCERAL, 3, AUTOSOMAL", HTX3
14277,606326,SIX HOMEOBOX 6, SIX6
14278,606327,PROTOCADHERIN-BETA 1, PCDHB1
14279,606328,PROTOCADHERIN-BETA 2, PCDHB2
14280,606329,PROTOCADHERIN-BETA 3, PCDHB3
14281,606330,PROTOCADHERIN-BETA 4, PCDHB4
14282,606331,PROTOCADHERIN-BETA 5, PCDHB5
14283,606332,PROTOCADHERIN-BETA 6, PCDHB6
14284,606333,PROTOCADHERIN-BETA 7, PCDHB7
14285,606334,PROTOCADHERIN-BETA 8, PCDHB8
14286,606335,PROTOCADHERIN-BETA 9, PCDHB9
14287,606336,PROTOCADHERIN-BETA 10, PCDHB10
14288,606337,PROTOCADHERIN-BETA 11, PCDHB11
14289,606338,PROTOCADHERIN-BETA 12, PCDHB12
14290,606339,PROTOCADHERIN-BETA 13, PCDHB13
14291,606340,PROTOCADHERIN-BETA 14, PCDHB14
14292,606341,PROTOCADHERIN-BETA 15, PCDHB15
14293,606342,SIX HOMEOBOX 4, SIX4
14294,606343,"POLYMERASE, DNA, LAMBDA", POLL
14295,606344,"POLYMERASE, DNA, MU", POLM
14296,606345,PROTOCADHERIN-BETA 16, PCDHB16
14297,606346,"DEAFNESS, AUTOSOMAL DOMINANT 22", DFNA22
14298,606347,PROLINE/SERINE/THREONINE PHOSPHATASE-INTERACTING PROTEIN 1, PSTPIP1
14299,606348,INFLAMMATORY BOWEL DISEASE 5, IBD5
14300,606349,"GAMBLING, PATHOLOGIC",
14301,606350,APRATAXIN, APTX
14302,606351,ESPIN, ESPN
14303,606352,ALSIN RHO GUANINE NUCLEOTIDE EXCHANGE FACTOR ALS2, ALS2
14304,606353,"PRIMARY LATERAL SCLEROSIS, JUVENILE", PLSJ
14305,606354,FORKHEAD BOX P2,
14306,606355,DEAD-BOX HELICASE 18, DDX18
14307,606356,TRANSMEMBRANE PROTEIN 123, TMEM123
14308,606357,DExD-BOX HELICASE 21, DDX21
14309,606358,"ANTERIOR GRADIENT 2, PROTEIN DISULPHIDE ISOMERASE FAMILY MEMBER", AGR2
14310,606359,"WINGLESS-TYPE MMTV INTEGRATION SITE FAMILY, MEMBER 3A", WNT3A
14311,606360,"WINGLESS-TYPE MMTV INTEGRATION SITE FAMILY, MEMBER 8A", WNT8A
14312,606361,"WINGLESS-TYPE MMTV INTEGRATION SITE FAMILY, MEMBER 5B", WNT5B
14313,606362,ACID PHOSPHATASE 4, ACP4
14314,606363,ABI FAMILY MEMBER 3, ABI3
14315,606364,SPINOCEREBELLAR ATAXIA 15,
14316,606365,GLUTAMINASE 2, GLS2
14317,606366,"RAS HOMOLOG GENE FAMILY, MEMBER U", RHOU
14318,606367,IMMUNODEFICIENCY 41 WITH LYMPHOPROLIFERATION AND AUTOIMMUNITY, IMD41
14319,606368,APOLIPOPROTEIN A-V, APOA5
14320,606369,MACROCEPHALY AND EPILEPTIC ENCEPHALOPATHY,
14321,606370,THIAMINE PYROPHOSPHOKINASE, TPK1
14322,606371,ACTIVATING TRANSCRIPTION FACTOR 7, ATF7
14323,606372,"CHOLINERGIC RECEPTOR, NEURONAL NICOTINIC, ALPHA POLYPEPTIDE 10", CHRNA10
14324,606373,FORMIN 2, FMN2
14325,606374,"BETA-1,3-GLUCURONYLTRANSFERASE 3", B3GAT3
14326,606375,"BETA-1,3-GLUCURONYLTRANSFERASE 1",
14327,606376,CARBOHYDRATE SULFOTRANSFERASE 10, CHST10
14328,606377,DIMERIC DIHYDRODIOL DEHYDROGENASE, DHDH
14329,606378,"ST6 ALPHA-N-ACETYL-NEURAMINYL-2,3-BETA-GALACTOSYL-1,3-N-ACETYLGALACTOSAMINIDE ALPHA-2,6-SIALYLTRANSFERASE 4", ST6GALNAC4
14330,606379,G PROTEIN-COUPLED RECEPTOR 87, GPR87
14331,606380,"PURINERGIC RECEPTOR P2Y, G PROTEIN-COUPLED, 13", P2RY13
14332,606381,SUCCINATE RECEPTOR 1, SUCNR1
14333,606382,"MEMBRANE-ASSOCIATED GUANYLATE KINASE, WW AND PDZ DOMAINS-CONTAINING, 2", MAGI2
14334,606383,G PROTEIN-COUPLED RECEPTOR 84, GPR84
14335,606384,UBIQUITIN PROTEIN LIGASE NEDD4-LIKE, NEDD4L
14336,606385,OLIGODENDROCYTE LINEAGE TRANSCRIPTION FACTOR 1, OLIG1
14337,606386,OLIGODENDROCYTE LINEAGE TRANSCRIPTION FACTOR 2, OLIG2
14338,606387,"TOPOISOMERASE I, MITOCHONDRIAL", TOP1MT
14339,606388,THIOESTERASE SUPERFAMILY MEMBER 4, THEM4
14340,606389,"CATION CHANNEL, SPERM-ASSOCIATED, 1", CATSPER1
14341,606390,DExD-BOX HELICASE 39B,
14342,606391,MATURITY-ONSET DIABETES OF THE YOUNG, MODY
14343,606392,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 4", MODY4
14344,606393,A DISINTEGRIN AND METALLOPROTEINASE DOMAIN-LIKE PROTEIN DECYSIN 1, ADAMDEC1
14345,606394,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 6", MODY6
14346,606395,PROLACTIN REGULATORY ELEMENT-BINDING PROTEIN, PREB
14347,606396,BRIDGING INTEGRATOR 3, BIN3
14348,606397,CLARIN 1, CLRN1
14349,606398,ACTIVATING TRANSCRIPTION FACTOR 5, ATF5
14350,606399,"CALCIUM CHANNEL, VOLTAGE-DEPENDENT, ALPHA-2/DELTA SUBUNIT 3", CACNA2D3
14351,606400,CALPAIN 7, CAPN7
14352,606401,CALPAIN 9, CAPN9
14353,606402,GASTROKINE 1, GKN1
14354,606403,"CALCIUM CHANNEL, VOLTAGE-DEPENDENT, GAMMA-3 SUBUNIT", CACNG3
14355,606404,"CALCIUM CHANNEL, VOLTAGE-DEPENDENT, GAMMA-4 SUBUNIT", CACNG4
14356,606405,"CALCIUM CHANNEL, VOLTAGE-DEPENDENT, GAMMA-5 SUBUNIT", CACNG5
14357,606406,"NUCLEAR PORE COMPLEX-INTERACTING PROTEIN FAMILY, MEMBER A1", NPIPA1
14358,606407,HYPOTONIA-CYSTINURIA SYNDROME,
14359,606408,"EHLERS-DANLOS SYNDROME, CLASSIC-LIKE, 1", EDSCLL1
14360,606409,ITCHY E3 UBIQUITIN PROTEIN LIGASE, ITCH
14361,606410,ANTHRAX TOXIN RECEPTOR 1, ANTXR1
14362,606411,"SOLUTE CARRIER FAMILY 13 (SODIUM-DEPENDENT DICARBOXYLATE TRANSPORTER), MEMBER 3", SLC13A3
14363,606412,BARTTIN CLCNK-TYPE ACCESSORY SUBUNIT BETA, BSND
14364,606413,INSULIN-LIKE 5, INSL5
14365,606414,INSULIN-LIKE 6, INSL6
14366,606415,"CANDIDIASIS, FAMILIAL, 1",
14367,606416,"NLR FAMILY, PYRIN DOMAIN-CONTAINING 3", NLRP3
14368,606417,WD REPEAT-CONTAINING PROTEIN 11, WDR11
14369,606418,24-DEHYDROCHOLESTEROL REDUCTASE, DHCR24
14370,606419,PRE-mRNA-PROCESSING FACTOR 31, PRPF31
14371,606420,ENGULFMENT AND CELL MOTILITY GENE 1, ELMO1
14372,606421,ENGULFMENT AND CELL MOTILITY GENE 2, ELMO2
14373,606422,ENGULFMENT AND CELL MOTILITY GENE 3, ELMO3
14374,606423,DISRUPTED IN RENAL CARCINOMA 1, DIRC1
14375,606424,EGL9 FAMILY HYPOXIA-INDUCIBLE FACTOR 2, EGLN2
14376,606425,EGL9 FAMILY HYPOXIA-INDUCIBLE FACTOR 1, EGLN1
14377,606426,EGL9 FAMILY HYPOXIA-INDUCIBLE FACTOR 3, EGLN3
14378,606427,ZINC FINGER PROTEIN 320, ZNF320
14379,606428,"UDP-GLYCOSYLTRANSFERASE 1 FAMILY, POLYPEPTIDE A3", UGT1A3
14380,606429,"UDP-GLYCOSYLTRANSFERASE 1 FAMILY, POLYPEPTIDE A4", UGT1A4
14381,606430,"UDP-GLYCOSYLTRANSFERASE 1 FAMILY, POLYPEPTIDE A5", UGT1A5
14382,606431,"UDP-GLYCOSYLTRANSFERASE 1 FAMILY, POLYPEPTIDE A6", UGT1A6
14383,606432,"UDP-GLYCOSYLTRANSFERASE 1 FAMILY, POLYPEPTIDE A7", UGT1A7
14384,606433,"UDP-GLYCOSYLTRANSFERASE 1 FAMILY, POLYPEPTIDE A8", UGT1A8
14385,606434,"UDP-GLYCOSYLTRANSFERASE 1 FAMILY, POLYPEPTIDE A9", UGT1A9
14386,606435,"UDP-GLYCOSYLTRANSFERASE 1 FAMILY, POLYPEPTIDE A10", UGT1A10
14387,606436,SYNAPTOTAGMIN 12, SYT12
14388,606437,"SEIZURES, BENIGN FAMILIAL NEONATAL, 1",
14389,606438,HUNTINGTON DISEASE-LIKE 2, HDL2
14390,606439,ATLASTIN GTPase 1, ATL1
14391,606440,STEREOCILIN, STRC
14392,606441,HTRA SERINE PEPTIDASE 2, HTRA2
14393,606442,ABL INTERACTOR 2, ABI2
14394,606443,cAMP RESPONSE ELEMENT-BINDING PROTEIN 3, CREB3
14395,606444,CREB/ATF BASIC LEUCINE ZIPPER TRANSCRIPTION FACTOR, CREBZF
14396,606445,PERSISTENT POLYCLONAL B-CELL LYMPHOCYTOSIS, PPBL
14397,606446,"SLAM FAMILY, MEMBER 6", SLAMF6
14398,606447,RNA-BINDING PROTEIN S1, RNPS1
14399,606448,THIOREDOXIN REDUCTASE 2, TXNRD2
14400,606449,"PROTEIN-TYROSINE PHOSPHATASE, TYPE 4A, 3", PTP4A3
14401,606450,NEUROEPITHELIAL CELL TRANSFORMING GENE 1, NET1
14402,606451,"DEAFNESS, AUTOSOMAL DOMINANT 30", DFNA30
14403,606452,"ZINC FINGER, MATRIN-TYPE 3", ZMAT3
14404,606453,"LIPOPOLYSACCHARIDE-RESPONSIVE, BEIGE-LIKE ANCHOR PROTEIN", LRBA
14405,606454,"EUKARYOTIC TRANSLATION INITIATION FACTOR 2B, SUBUNIT 2", EIF2B2
14406,606455,"PROTEIN PHOSPHATASE 1, REGULATORY SUBUNIT 13B", PPP1R13B
14407,606456,"NUCLEOPHOSMIN/NUCLEOPLASMIN FAMILY, MEMBER 3", NPM3
14408,606457,INHIBITOR OF BRUTON AGAMMAGLOBULINEMIA TYROSINE KINASE, IBTK
14409,606458,CYSTEINE- AND SERINE-RICH NUCLEAR PROTEIN 1, CSRNP1
14410,606459,OPIOID GROWTH FACTOR RECEPTOR, OGFR
14411,606460,LONGEVITY 2,
14412,606461,TRIMETHYLGUANOSINE SYNTHASE 1, TGS1
14413,606462,RAD21 COHESIN COMPLEX COMPONENT, RAD21
14414,606463,"GLUCOSIDASE, BETA, ACID", GBA
14415,606464,HEPCIDIN ANTIMICROBIAL PEPTIDE, HAMP
14416,606465,KRUPPEL-LIKE FACTOR 15, KLF15
14417,606466,PML-RARA REGULATED ADAPTOR MOLECULE 1, PRAM1
14418,606467,"ALDEHYDE DEHYDROGENASE 8 FAMILY, MEMBER A1", ALDH8A1
14419,606468,GAR1 RIBONUCLEOPROTEIN, GAR1
14420,606469,RING FINGER PROTEIN 29, RNF29
14421,606470,NHP2 RIBONUCLEOPROTEIN, NHP2
14422,606471,NOP10 RIBONUCLEOPROTEIN, NOP10
14423,606472,SS18L1 SUBUNIT OF BAF CHROMATIN REMODELING COMPLEX, SS18L1
14424,606473,SS18-LIKE GENE 2, SS18L2
14425,606474,RING FINGER PROTEIN 30, RNF30
14426,606475,CD320 ANTIGEN, CD320
14427,606476,"INOSITOL 1,4,5-TRISPHOSPHATE 3-KINASE C", ITPKC
14428,606477,SERINE RACEMASE, SRR
14429,606478,PROTECTION OF TELOMERES 1, POT1
14430,606479,NEUROLIGIN 2, NLGN2
14431,606480,ZINC METALLOPROTEINASE STE24, ZMPSTE24
14432,606481,"PHOSPHATIDYLINOSITOL 4,5-BISPHOSPHATE 5-PHOSPHATASE, A", PIB5PA
14433,606482,"CHARCOT-MARIE-TOOTH DISEASE, DOMINANT INTERMEDIATE B", CMTDIB
14434,606483,"CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2GG", CMT2GG
14435,606484,MYOTROPHIN, MTPN
14436,606485,"POLYMERASE II, RNA, SUBUNIT M", POLR2M
14437,606486,CHARGED MULTIVESICULAR BODY PROTEIN 1B, CHMP1B
14438,606487,PHOSPHOLIPASE A AND ACETYLTRANSFERASE 1, PLAAT1
14439,606488,EXOSOME COMPONENT 7, EXOSC7
14440,606489,EXOSOME COMPONENT 3, EXOSC3
14441,606490,EXOSOME COMPONENT 6, EXOSC6
14442,606491,EXOSOME COMPONENT 4, EXOSC4
14443,606492,EXOSOME COMPONENT 5, EXOSC5
14444,606493,EXOSOME COMPONENT 1, EXOSC1
14445,606494,"ST3 BETA-GALACTOSIDE ALPHA-2,3-SIALYLTRANSFERASE 3", ST3GAL3
14446,606495,MAP/MICROTUBULE AFFINITY-REGULATING KINASE 4, MARK4
14447,606496,INTERLEUKIN 17F, IL17F
14448,606497,"URIDINE DIPHOSPHATE GLYCOSYLTRANSFERASE 2 FAMILY, MEMBER B28", UGT2B28
14449,606498,"MEMBRANE-SPANNING 4-DOMAINS, SUBFAMILY A, MEMBER 3", MS4A3
14450,606499,"MEMBRANE-SPANNING 4-DOMAINS, SUBFAMILY A, MEMBER 5", MS4A5
14451,606500,"SECRETOGLOBIN, FAMILY 3A, MEMBER 1", SCGB3A1
14452,606501,MYOTUBULARIN-RELATED PROTEIN 12, MTMR12
14453,606502,"MEMBRANE-SPANNING 4-DOMAINS, SUBFAMILY A, MEMBER 7", MS4A7
14454,606503,SUV39H2 HISTONE LYSINE METHYLTRANSFERASE, SUV39H2
14455,606504,CANCER SUSCEPTIBILITY CANDIDATE 3, CASC3
14456,606505,PIN2-INTERACTING PROTEIN 1, PINX1
14457,606506,PEROXIREDOXIN 4,
14458,606507,CYTOHESIN 2,
14459,606508,Fc RECEPTOR-LIKE PROTEIN 1, FCRL1
14460,606509,Fc RECEPTOR-LIKE PROTEIN 2, FCRL2
14461,606510,Fc RECEPTOR-LIKE PROTEIN 3, FCRL3
14462,606511,MAP/MICROTUBULE AFFINITY-REGULATING KINASE 1, MARK1
14463,606512,PROTEIN KINASE C AND CASEIN KINASE SUBSTRATE IN NEURONS 1, PACSIN1
14464,606513,PROTEIN KINASE C AND CASEIN KINASE SUBSTRATE IN NEURONS 3, PACSIN3
14465,606514,CYTOHESIN 4, CYTH4
14466,606515,"RNA, 7SK, SMALL NUCLEAR", RN7SK
14467,606516,MUSCLEBLIND-LIKE SPLICING REGULATOR 1, MBNL1
14468,606517,ARYLHYDROCARBON RECEPTOR REPRESSOR, AHRR
14469,606518,HEPATITIS A VIRUS CELLULAR RECEPTOR 1, HAVCR1
14470,606519,PHACE ASSOCIATION,
14471,606520,MEGAKARYOCYTE AND PLATELET INHIBITORY RECEPTOR G6B, MPIG6B
14472,606521,"SOLUTE CARRIER FAMILY 25 (MITOCHONDRIAL THIAMINE PYROPHOSPHATE CARRIER), MEMBER 19", SLC25A19
14473,606522,GROWTH/DIFFERENTIATION FACTOR 3, GDF3
14474,606523,SLIT-ROBO RHO GTPase-ACTIVATING PROTEIN 1, SRGAP1
14475,606524,SLIT-ROBO RHO GTPase-ACTIVATING PROTEIN 2, SRGAP2
14476,606525,SLIT-ROBO RHO GTPase-ACTIVATING PROTEIN 3, SRGAP3
14477,606526,MELANOPHILIN, MLPH
14478,606527,MEGARBANE SYNDROME,
14479,606528,HOMOZYGOUS 11p15-p14 DELETION SYNDROME,
14480,606529,"CRANIOSYNOSTOSIS SYNDROME, AUTOSOMAL RECESSIVE",
14481,606530,"CYTOCHROME P450, SUBFAMILY XXVIIA, POLYPEPTIDE 1", CYP27A1
14482,606531,"SECRETOGLOBIN, FAMILY 3A, MEMBER 2", SCGB3A2
14483,606532,HORMONALLY UPREGULATED NEU-ASSOCIATED KINASE, HUNK
14484,606533,CHLORIDE INTRACELLULAR CHANNEL 3, CLIC3
14485,606534,"CYTOCHROME P450, SUBFAMILY IIIA, POLYPEPTIDE 43", CYP3A43
14486,606535,MYC-BINDING PROTEIN, MYCBP
14487,606536,CHLORIDE INTRACELLULAR CHANNEL 4, CLIC4
14488,606537,MYOSIN IB, MYO1B
14489,606538,MYOSIN IC, MYO1C
14490,606539,MYOSIN ID, MYO1D
14491,606540,MYOSIN VB, MYO5B
14492,606541,MYOSIN VIIB, MYO7B
14493,606542,HISTONE DEACETYLASE 7A, HDAC7A
14494,606543,HISTONE DEACETYLASE 9, HDAC9
14495,606544,MITOCHONDRIAL ELONGATION FACTOR G2, GFM2
14496,606545,"ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESSIVE 3", ARCI3
14497,606546,HYDATIDIFORM MOLE-ASSOCIATED AND IMPRINTED TRANSCRIPT, HYMAI
14498,606547,"MEMBRANE-SPANNING 4-DOMAINS, SUBFAMILY A, MEMBER 4A", MS4A4A
14499,606548,"MEMBRANE-SPANNING 4-DOMAINS, SUBFAMILY A, MEMBER 6A", MS4A6A
14500,606549,"MEMBRANE-SPANNING 4-DOMAINS, SUBFAMILY A, MEMBER 8B", MS4A8B
14501,606550,"MEMBRANE-SPANNING 4-DOMAINS, SUBFAMILY A, MEMBER 12",
14502,606551,"LEUCINE ZIPPER, PUTATIVE TUMOR SUPPRESSOR 1", LZTS1
14503,606552,"EPISODIC ATAXIA, TYPE 4", EA4
14504,606553,"SOLUTE CARRIER FAMILY 9, MEMBER 3, REGULATOR 2", SLC9A3R2
14505,606554,"EPISODIC ATAXIA, TYPE 3", EA3
14506,606555,TRIPARTITE MOTIF-CONTAINING PROTEIN 9, TRIM9
14507,606556,TRIPARTITE MOTIF-CONTAINING PROTEIN 14, TRIM14
14508,606557,BAF CHROMATIN REMODELING COMPLEX SUBUNIT BCL11A, BCL11A
14509,606558,BAF CHROMATIN REMODELING COMPLEX SUBUNIT BCL11B, BCL11B
14510,606559,TRIPARTITE MOTIF-CONTAINING PROTEIN 22, TRIM22
14511,606560,SPERM-ASSOCIATED ANTIGEN 11B, SPAG11B
14512,606561,"SOLUTE CARRIER FAMILY 36 (PROTON/AMINO ACID SYMPORTER), MEMBER 1", SLC36A1
14513,606562,"TRANSMEMBRANE 6 SUPERFAMILY, MEMBER 1", TM6SF1
14514,606563,"TRANSMEMBRANE 6 SUPERFAMILY, MEMBER 2", TM6SF2
14515,606564,"PROSTATE TRANSMEMBRANE PROTEIN, ANDROGEN-INDUCED", PMEPA1
14516,606565,"TRANSMEMBRANE PROTEASE, SERINE 4", TMPRSS4
14517,606566,MYOSIN LIGHT CHAIN KINASE 2, MYLK2
14518,606567,"TRANSMEMBRANE 4 SUPERFAMILY, MEMBER 4", TM4SF4
14519,606568,LEUCINE ZIPPER TRANSCRIPTION FACTOR-LIKE 1, LZTFL1
14520,606569,SUPPRESSOR OF ACTIN MUTATIONS 1-LIKE, SACM1L
14521,606570,SECRETED FRIZZLED-RELATED PROTEIN 4, SFRP4
14522,606571,LOW DENSITY LIPOPROTEIN RECEPTOR CLASS A DOMAIN-CONTAINING PROTEIN 4, LDLRAD4
14523,606572,NADPH OXIDASE 5, NOX5
14524,606573,FYN-RELATED SRC FAMILY TYROSINE KINASE, FRK
14525,606574,"ALBINISM, OCULOCUTANEOUS, TYPE IV", OCA4
14526,606575,"MEMBRANE PROTEIN, PALMITOYLATED 4", MPP4
14527,606576,"TAF3 RNA POLYMERASE II, TATA BOX-BINDING PROTEIN-ASSOCIATED FACTOR, 140-KD", TAF3
14528,606577,SRC-LIKE ADAPTOR 2, SLA2
14529,606578,AQUAPORIN 10, AQP10
14530,606579,VITILIGO-ASSOCIATED MULTIPLE AUTOIMMUNE DISEASE SUSCEPTIBILITY 1, VAMAS1
14531,606580,OUTER MITOCHONDRIAL MEMBRANE LIPID METABOLISM REGULATOR OPA3, OPA3
14532,606581,"POLYSUBSTANCE ABUSE, SUSCEPTIBILITY TO", PSAB
14533,606582,DELTA-LIKE CANONICAL NOTCH LIGAND 1, DLL1
14534,606583,PEROXIREDOXIN 5, PRDX5
14535,606584,"PROTEIN-TYROSINE PHOSPHATASE, NONRECEPTOR-TYPE, 23", PTPN23
14536,606585,ENAMELIN, ENAM
14537,606586,RETINOIC ACID-INDUCED 14, RAI14
14538,606587,"PROTEIN-TYROSINE PHOSPHATASE, NONRECEPTOR-TYPE, 18", PTPN18
14539,606588,DNA METHYLTRANSFERASE 3-LIKE PROTEIN, DNMT3L
14540,606589,SORTING NEXIN 13, SNX13
14541,606590,"NPL4 HOMOLOG, UBIQUITIN RECOGNITION FACTOR", NPLOC4
14542,606591,MUS81 STRUCTURE-SPECIFIC ENDONUCLEASE SUBUNIT, MUS81
14543,606592,VANIN 3, VNN3
14544,606593,LIG4 SYNDROME,
14545,606594,SET DOMAIN-CONTAINING PROTEIN 7, SETD7
14546,606595,"CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2F", CMT2F
14547,606596,FUKUTIN-RELATED PROTEIN, FKRP
14548,606597,PAIRED BOX GENE 3, PAX3
14549,606598,GANGLIOSIDE-INDUCED DIFFERENTIATION-ASSOCIATED PROTEIN 1, GDAP1
14550,606599,THIOREDOXIN-INTERACTING PROTEIN, TXNIP
14551,606600,RAS PROTEIN-SPECIFIC GUANINE NUCLEOTIDE-RELEASING FACTOR 1, RASGRF1
14552,606601,"ENDOGENOUS RETROVIRAL SEQUENCE E, 1", ERVE1
14553,606602,"BRAIN AND ACUTE LEUKEMIA GENE, CYTOPLASMIC", BAALC
